id,name,subtitle,kind,start,end,includeStart,includeEnd,tags,color,html,deck,image
609176726553131,"Cicéron, <u><i>Tusculanae disputationes</i></u>",Cultiver l’âme comme on cultive la terre,point,-45,,true,true,"[""Référence""]",#7C86FF,"<div><p>Cicéron emploie l’image de la <i>cultura animi</i>, la « culture de l’âme » : l’esprit doit être travaillé et formé comme une terre que l’on cultive. Le mot culture désigne ici un perfectionnement individuel par l’étude et la philosophie, bien avant son extension moderne aux œuvres, aux pratiques et aux modes de vie.</p></div>","[""ICT::3 - Compo::Culture, patrimoine et musées::La culture en France : État et collectivités territoriales::0 - Définitions et exception française""]",[]
129350352978920,Fondation du collège de Robert de Sorbon,Un soutien royal ancien au savoir savant,point,1257,,true,true,"[""Évènement""]",#21BCFF,"<div><p>Robert de Sorbon fonde à Paris un collège destiné à des maîtres et étudiants en théologie, avec l’appui de Louis IX. Ce jalon illustre une intervention monarchique ancienne dans les institutions de savoir : le pouvoir ne produit pas directement la culture, mais peut fournir protection, statut et ressources à ceux qui l’organisent.</p></div>","[""ICT::3 - Compo::Culture, patrimoine et musées::La culture en France : État et collectivités territoriales::I.A - Une longue tradition historique, revisitée au XXe siècle""]",[]
757822467982934,Installation de la bibliothèque de Charles V au Louvre,Une bibliothèque royale organisée au palais,point,1368,,true,true,"[""Évènement""]",#21BCFF,"<div><p>Charles V fait installer au Louvre une importante bibliothèque royale, organisée et inventoriée. La collection de manuscrits n’est pas seulement un bien privé : elle devient un instrument de gouvernement, de prestige et de transmission savante, annonçant la longue histoire des collections royales devenues institutions nationales.</p></div>","[""ICT::3 - Compo::Culture, patrimoine et musées::La culture en France : État et collectivités territoriales::I.A - Une longue tradition historique, revisitée au XXe siècle""]",[]
192223174689232,Création du Collège des lecteurs royaux,Enseigner hors du monopole universitaire,point,1530,,true,true,"[""Évènement""]",#21BCFF,<div><p>François Ier institue des lecteurs royaux chargés notamment d’enseigner le grec et l’hébreu. Le futur Collège de France offre un enseignement savant protégé par le roi en dehors des cadres universitaires traditionnels. La monarchie utilise ainsi le mécénat institutionnel pour soutenir l’humanisme et l’accès à de nouveaux savoirs.</p></div>,"[""ICT::3 - Compo::Culture, patrimoine et musées::La culture en France : État et collectivités territoriales::I.A - Une longue tradition historique, revisitée au XXe siècle""]",[]
205145741266679,Ordonnance de Montpellier sur le dépôt légal,Conserver un exemplaire des livres imprimés,point,28/12/1537,,true,true,"[""Loi""]",#FF2056,"<div><p>L’ordonnance de Montpellier impose le dépôt d’un exemplaire des livres imprimés mis en vente dans le royaume. Le dépôt légal associe contrôle du livre et conservation : l’État se donne progressivement les moyens de constituer une mémoire de la production imprimée, matrice des collections patrimoniales de la Bibliothèque nationale.</p></div>","[""ICT::3 - Compo::Culture, patrimoine et musées::La culture en France : État et collectivités territoriales::I.A - Une longue tradition historique, revisitée au XXe siècle""]",[]
194336613654145,Ordonnance de Villers-Cotterêts,Le français entre dans les actes officiels,point,1539,,true,true,"[""Loi""]",#FF2056,"<div><p>L’ordonnance de Villers-Cotterêts impose l’usage du français dans les actes de justice et d’administration à la place du latin. Au-delà de sa portée juridique, elle participe à la construction d’un espace linguistique administratif commun et illustre le lien durable entre langue, centralisation politique et action culturelle de l’État.</p></div>","[""ICT::3 - Compo::Culture, patrimoine et musées::La culture en France : État et collectivités territoriales::I.A - Une longue tradition historique, revisitée au XXe siècle""]",[]
693969128235397,"Joachim du Bellay, <u><i>Les Regrets</i></u>","La France, mère des arts",point,1558,,true,true,"[""Référence""]",#7C86FF,"<div><p>Dans <i>Les Regrets</i>, Du Bellay célèbre la France comme « mère des arts, des armes et des lois ». La formule associe la grandeur politique à une capacité artistique et intellectuelle : la culture devient un élément du prestige national autant qu’une production autonome des écrivains et artistes.</p></div>","[""ICT::3 - Compo::Culture, patrimoine et musées::La culture en France : État et collectivités territoriales::0 - Définitions et exception française""]",[]
934594801161795,"Véronèse, <u><i>Les Noces de Cana</i></u>",Un chef-d’œuvre déplacé par conquête,point,1563,,true,true,"[""Référence""]",#7C86FF,"<div><p>Véronèse transpose le miracle biblique dans un vaste banquet vénitien. L’œuvre devient ensuite un exemple majeur de provenance conflictuelle : saisie par les troupes françaises en 1797, transportée au Louvre en 1798, elle n’est pas rendue à Venise après 1815. Un chef-d’œuvre peut ainsi devenir patrimoine national dans un pays tout en restant marqué par une histoire d’appropriation militaire.</p></div>","[""ICT::3 - Compo::Culture, patrimoine et musées::Les musées, service public territorial en réinvention::III.C - Restitutions, provenances et propriété::Références culturelles — Décoloniser le musée""]",[]
472143886185622,Académie française,Régler et perfectionner la langue française,point,29/01/1635,,true,true,"[""Évènement""]",#21BCFF,"<div><p>Les lettres patentes de Louis XIII officialisent l’Académie française sous la protection de Richelieu. Sa mission est de donner des règles à la langue et de la rendre capable de traiter les arts et les sciences. L’institution illustre une politique culturelle fondée sur la normalisation linguistique, le prestige savant et la protection monarchique.</p></div>","[""ICT::3 - Compo::Culture, patrimoine et musées::La culture en France : État et collectivités territoriales::I.A - Une longue tradition historique, revisitée au XXe siècle""]",[]
499440924007883,Mécénat culturel de Louis XIV,Les arts au service du prestige monarchique,period,1661,1715,true,true,"[""Période""]",#46ECD5,"<div><p>Sous Louis XIV, la monarchie soutient écrivains, artistes, architectes et académies : Molière, Racine ou Le Nôtre participent à un système où la création bénéficie de ressources royales tout en servant le prestige du souverain. Versailles condense cette politique : les arts deviennent aussi une technologie de représentation du pouvoir.</p></div>","[""ICT::3 - Compo::Culture, patrimoine et musées::La culture en France : État et collectivités territoriales::I.A - Une longue tradition historique, revisitée au XXe siècle""]",[]
